VIDEOA,DESCA,VIDEOB,DESCB,VIDEOC,DESCC,VIDEOD,DESCD,VIDEOE,DESCE
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160554.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160609.mp4,"The red block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160623.mp4,"The red block left of the other red block and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160638.mp4,"This red block left of the other red block and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160652.mp4,"That red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160706.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160719.mp4,"The purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160733.mp4,"The purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160748.mp4,"This purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160802.mp4,"This purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160816.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160829.mp4,"The green block right of the cup and right of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160844.mp4,"The green block right of the knife and right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160858.mp4,"That green block right of the cup and right of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160912.mp4,"That green block right of the knife."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160926.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160940.mp4,"The green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-160954.mp4,"The green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-161008.mp4,"That green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-161021.mp4,"This green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-161035.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-161049.mp4,"The red block right of the other red block, in front of the knife and in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-161103.mp4,"The red block right of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-161118.mp4,"That red block right of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-161132.mp4,"That red block right of the other red block, in front of the cup and in front of the knife."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-161146.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-161200.mp4,"The purple block behind the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-161214.mp4,"The purple block behind the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-161228.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-161242.mp4,"That purple block behind the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-162815.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-162831.mp4,"The red block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-162845.mp4,"The red block behind the knife and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-162859.mp4,"This red block right of the plate and behind the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-162913.mp4,"This red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-162927.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-162941.mp4,"The purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-162955.mp4,"The purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163009.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163023.mp4,"That purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163037.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163050.mp4,"The green block right of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163104.mp4,"The green block right of the red block, behind the purple block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163119.mp4,"That green block behind the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163133.mp4,"That green block right of the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163146.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163200.mp4,"The green block left of the other green block and left of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163214.mp4,"The green block left of the other green block and left of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163229.mp4,"That green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163243.mp4,"That green block left of the other green block and left of the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163257.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163310.mp4,"The red block right of the green block and left of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163325.mp4,"The red block right of the green block and left of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163339.mp4,"That red block right of the green block and left of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163353.mp4,"That red block right of the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163407.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163420.mp4,"The purple block in front of the green block and left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163435.mp4,"The purple block in front of the green block and left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163449.mp4,"That purple block left of the knife and in front of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163503.mp4,"That purple block in front of the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163520.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163535.mp4,"The red block in front of the other red block, right of the green block and right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163549.mp4,"The red block in front of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163603.mp4,"That red block in front of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163618.mp4,"This red block right of the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163632.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163645.mp4,"The purple block in front of the plate and behind the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163700.mp4,"The purple block in front of the plate and behind the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163714.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163728.mp4,"This purple block behind the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163742.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163755.mp4,"The green block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163810.mp4,"The green block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163824.mp4,"This green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163838.mp4,"This green block in front of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163852.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163905.mp4,"The green block behind the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163920.mp4,"The green block behind the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163934.mp4,"That green block behind the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-163948.mp4,"That green block behind the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164002.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164016.mp4,"The red block right of the plate, in front of the green block and behind the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164031.mp4,"The red block behind the other red block and in front of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164045.mp4,"That red block in front of the green block, right of the plate and behind the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164100.mp4,"That red block right of the plate, in front of the green block and behind the other red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164114.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164128.mp4,"The purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164142.mp4,"The purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164156.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164210.mp4,"That purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164227.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164242.mp4,"The red block in front of the other red block and left of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164256.mp4,"The red block left of the green block and in front of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164310.mp4,"This red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164324.mp4,"This red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164338.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164352.mp4,"The purple block left of the red block and left of the other purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164406.mp4,"The purple block left of the red block and left of the other purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164421.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164434.mp4,"That purple block left of the other purple block and left of the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164449.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164503.mp4,"The green block right of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164517.mp4,"The green block in front of the plate and right of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164531.mp4,"This green block in front of the plate and right of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164545.mp4,"That green block right of the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164559.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164613.mp4,"The green block right of the cup and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164627.mp4,"The green block right of the cup and right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164641.mp4,"That green block right of the plate and right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164655.mp4,"That green block right of the cup and right of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164710.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164724.mp4,"The red block in front of the cup, behind the other red block and left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164738.mp4,"The red block left of the plate, left of the purple block and right of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164753.mp4,"That red block left of the plate, left of the purple block and behind the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164807.mp4,"That red block left of the purple block and right of the purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164821.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164835.mp4,"The purple block in front of the plate, right of the red block and right of the other purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164850.mp4,"The purple block in front of the plate and right of the other purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164904.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164918.mp4,"This purple block right of the other purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164935.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-164950.mp4,"The red block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165004.mp4,"The red block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165019.mp4,"This red block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165033.mp4,"That red block right of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165047.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165101.mp4,"The purple block behind the other purple block and in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165115.mp4,"The purple block behind the other purple block and in front of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165129.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165144.mp4,"That purple block in front of the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165158.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165212.mp4,"The green block right of the other green block and right of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165226.mp4,"The green block right of the purple block and right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165241.mp4,"That green block right of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165255.mp4,"That green block right of the purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165309.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165323.mp4,"The green block left of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165338.mp4,"The green block left of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165352.mp4,"This green block left of the other green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165406.mp4,"This green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165420.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165434.mp4,"The red block right of the knife and behind the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165448.mp4,"The red block behind the purple block and right of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165502.mp4,"That red block behind the purple block and right of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165517.mp4,"That red block behind the purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165531.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165545.mp4,"The purple block left of the green block and in front of the other purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165559.mp4,"The purple block left of the green block and in front of the other purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165613.mp4,"This purple block in front of the other purple block and left of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165628.mp4,"This purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165645.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165659.mp4,"The red block left of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165714.mp4,"The red block left of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165728.mp4,"That red block left of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165742.mp4,"This red block left of the other red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165756.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165810.mp4,"The purple block behind the red block and left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165824.mp4,"The purple block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165839.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165853.mp4,"That purple block behind the red block and left of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165907.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165921.mp4,"The green block left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165935.mp4,"The green block left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-165949.mp4,"That green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170003.mp4,"That green block left of the knife."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170017.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170031.mp4,"The green block right of the other green block and in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170045.mp4,"The green block right of the other green block and in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170100.mp4,"That green block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170114.mp4,"That green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170128.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170142.mp4,"The red block right of the other red block, in front of the purple block and left of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170157.mp4,"The red block right of the other red block, in front of the purple block and left of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170211.mp4,"That red block left of the cup, in front of the purple block and right of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170226.mp4,"That red block in front of the purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170240.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170254.mp4,"The purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170308.mp4,"The purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170322.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170336.mp4,"This purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170353.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170408.mp4,"The red block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170422.mp4,"The red block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170436.mp4,"This red block in front of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170450.mp4,"That red block in front of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170505.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170519.mp4,"The purple block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170533.mp4,"The purple block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170547.mp4,"That purple block right of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170601.mp4,"That purple block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170616.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170630.mp4,"The green block right of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170644.mp4,"The green block right of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170658.mp4,"That green block right of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170712.mp4,"This green block right of the knife."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170726.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170740.mp4,"The green block right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170755.mp4,"The green block right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170809.mp4,"That green block right of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170823.mp4,"That green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170838.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170852.mp4,"The red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170906.mp4,"The red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170920.mp4,"That red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170934.mp4,"That red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-170948.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-171002.mp4,"The purple block right of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-171016.mp4,"The purple block right of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-171031.mp4,"This purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-171045.mp4,"That purple block right of the red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-185855.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-185910.mp4,"The red block in front of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-185924.mp4,"The red block in front of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-185939.mp4,"This red block in front of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-185954.mp4,"This red block in front of the green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190008.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190022.mp4,"The purple block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190036.mp4,"The purple block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190050.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190105.mp4,"That purple block left of the plate."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190119.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190133.mp4,"The green block left of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190147.mp4,"The green block left of the purple block and left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190202.mp4,"This green block left of the knife and left of the purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190216.mp4,"This green block left of the purple block, behind the red block and left of the knife."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190230.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190244.mp4,"The green block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190259.mp4,"The green block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190313.mp4,"That green block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190327.mp4,"That green block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190341.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190354.mp4,"The red block in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190409.mp4,"The red block in front of the cup.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190423.mp4,"This red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190437.mp4,"That red block in front of the cup."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190451.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190505.mp4,"The purple block left of the knife and right of the green block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190519.mp4,"The purple block right of the green block and left of the knife.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190534.mp4,"That purple block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190548.mp4,"That purple block left of the knife."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190605.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190620.mp4,"The red block left of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190634.mp4,"The red block left of the other red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190648.mp4,"That red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190703.mp4,"That red block."
https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190717.mp4,"",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190731.mp4,"The purple block left of the red block and left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190745.mp4,"The purple block left of the red block.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190759.mp4,"That purple block left of the plate.",https://s3.amazonaws.com/emre-videos/emre_vid/EMRE-2019-01-07-190813.mp4,"This purple block left of the plate and left of the red block."
